"Retail trade sales by province and territory (x 1,000)" c 1 2 3 4 5
"June 2011","40,839,556","700,989","169,818","1,187,800","1,008,921","9,313,357","14,479,541","1,462,922","1,465,248","5,635,174","5,255,268","63,385","66,784","30,348"
"July 2011","39,832,282","701,063","182,556","1,194,108","988,589","9,106,048","13,922,137","1,435,723","1,413,069","5,464,302","5,265,009","63,250","64,890","31,538"
"August 2011","39,541,248","714,006","181,386","1,137,578","996,785","8,831,044","13,878,529","1,436,117","1,422,929","5,548,002","5,240,414","60,839","63,320","30,300"
"September 2011","38,877,263","670,013","162,017","1,113,577","949,153","8,699,725","13,723,118","1,411,056","1,393,923","5,457,597","5,146,271","57,889","60,795","32,127"
"October 2011","38,203,872","650,021","153,305","1,078,824","915,993","8,565,711","13,267,258","1,393,285","1,403,305","5,545,004","5,088,464","54,881","57,665","30,156"
"November 2011","39,174,736","687,665","156,424","1,104,140","951,146","8,676,620","13,944,911","1,401,056","1,415,526","5,651,075","5,047,341","51,792","56,919","30,123"
"December 2011","45,089,701","789,058","180,682","1,305,156","1,079,664","9,607,966","16,340,662","1,640,697","1,559,138","6,445,293","5,978,821","59,342","68,096","35,127"
"January 2012","32,299,560","521,184","128,025","905,388","763,827","6,987,132","11,568,562","1,144,281","1,158,528","4,694,784","4,306,601","41,973","51,646","27,629"
"February 2012","32,037,162","534,651","121,655","908,846","759,118","7,013,688","11,247,061","1,140,776","1,137,508","4,672,914","4,368,617","43,498","61,174","27,654"
"March 2012","37,882,518","626,536","144,118","1,064,521","890,493","8,407,451","13,379,401","1,356,316","1,358,475","5,459,308","5,037,334","53,066","71,719","33,779"
"April 2012","37,740,840","633,083","151,408","1,049,961","888,817","8,659,527","13,200,161","1,321,790","1,381,205","5,383,519","4,933,416","50,175","57,039","30,737"
"May 2012","42,558,147","741,556","176,361","1,196,304","1,003,053","9,655,534","14,916,409","1,468,619","1,580,884","6,185,509","5,480,474","60,068","61,329","32,048"
"June 2012","41,765,337","740,342","174,555","1,176,880","993,527","9,380,398","14,683,467","1,482,658","1,563,083","6,037,444","5,370,020","64,012","69,282","29,669"
"July 2012","40,117,110","722,809","183,790","1,135,954","965,883","9,109,612","13,762,096","1,442,435","1,553,468","5,816,396","5,264,164","63,861","66,142","30,500"
"August 2012","41,307,128","774,226","188,974","1,187,757","994,349","9,166,091","14,369,642","1,464,359","1,572,257","6,043,793","5,384,342","63,105","66,850","31,384"
"September 2012","39,060,675","686,339","162,426","1,105,491","912,732","8,546,936","13,740,130","1,395,497","1,475,734","5,811,493","5,071,719","60,164","61,967","30,048"
"October 2012","39,497,273","692,934","160,052","1,098,304","915,671","8,927,379","13,597,723","1,421,672","1,506,497","5,892,215","5,133,824","58,947","61,423","30,632"
"November 2012","40,090,004","722,124","158,399","1,137,905","926,904","8,892,019","14,225,205","1,415,356","1,490,334","5,920,172","5,059,040","53,210","59,202","30,132"
"December 2012","43,444,637","774,709","171,886","1,244,138","986,358","9,009,409","15,727,459","1,560,117","1,595,658","6,410,466","5,807,314","56,926","65,803","34,394"
"January 2013","33,607,336","561,726","127,105","931,353","759,007","7,328,495","11,775,773","1,191,249","1,265,089","5,070,415","4,472,207","44,423","54,139","26,355"
"February 2013","31,686,766","538,828","116,492","861,991","706,757","6,932,491","10,972,390","1,149,292","1,188,571","4,884,857","4,209,503","41,953","57,796","25,847"
"March 2013","37,632,780","658,351","138,492","1,051,823","862,648","8,302,862","13,085,914","1,348,634","1,362,512","5,638,704","5,031,227","51,045","66,973","33,597"
"April 2013","39,504,016","696,008","155,628","1,098,423","905,475","8,949,346","13,715,017","1,415,596","1,473,006","5,940,752","5,013,053","50,475","61,351","29,886"
"May 2013","44,707,357","805,969","178,649","1,244,413","1,018,447","10,272,046","15,456,342","1,579,936","1,715,594","6,712,199","5,569,809","59,220","64,154","30,579"
"June 2013","42,299,543","759,006","176,306","1,217,593","975,611","9,362,311","14,705,275","1,567,077","1,664,660","6,324,213","5,392,561","62,318","64,856","27,757"
"July 2013","42,565,931","790,623","197,053","1,230,248","1,014,708","9,596,511","14,572,514","1,494,686","1,625,302","6,336,772","5,547,299","62,691","68,928","28,593"
"August 2013","43,391,178","803,925","192,987","1,260,316","1,013,035","9,504,147","15,129,445","1,528,843","1,646,346","6,481,401","5,670,184","63,323","66,268","30,958"
"September 2013","40,327,899","708,596","163,125","1,140,106","921,741","8,728,327","14,168,820","1,423,003","1,545,393","6,138,477","5,246,567","55,376","59,944","28,424"
"October 2013","41,747,250","739,177","164,490","1,162,380","951,926","9,263,642","14,405,541","1,497,370","1,594,443","6,432,394","5,389,200","55,440","61,659","29,588"
"November 2013","42,062,766","740,643","160,490","1,189,594","943,050","9,222,766","14,780,822","1,477,169","1,585,312","6,422,420","5,399,255","50,650","61,492","29,102"
"December 2013","44,940,706","790,940","168,519","1,250,748","1,001,374","9,426,725","16,107,807","1,579,535","1,619,263","6,831,839","6,003,291","55,692","71,817","33,157"
"January 2014","35,181,491","592,148","129,541","959,552","795,600","7,425,442","12,240,781","1,258,356","1,362,945","5,603,616","4,686,515","44,285","56,415","26,295"
"February 2014","33,120,378","554,243","120,597","922,888","747,186","7,051,627","11,460,489","1,175,235","1,263,945","5,335,421","4,362,419","42,055","58,777","25,497"
"March 2014","38,764,006","656,300","134,705","1,049,505","839,308","8,287,339","13,385,292","1,407,590","1,497,581","6,175,082","5,178,359","51,270","69,233","32,441"
"April 2014","42,142,874","715,820","153,046","1,123,790","929,315","9,484,078","14,660,747","1,471,907","1,583,956","6,416,141","5,460,102","51,942","62,129","29,901"
"May 2014","46,760,489","808,273","185,152","1,279,997","1,057,582","10,597,597","16,211,796","1,634,621","1,791,791","7,105,468","5,928,206","62,432","66,357","31,218"
"June 2014","44,550,964","792,887","188,442","1,242,974","1,007,327","9,726,703","15,582,066","1,575,713","1,678,460","6,847,123","5,749,393","61,453","69,274","29,150"
"July 2014","45,699,406","851,615","210,545","1,306,749","1,084,064","9,979,824","15,762,085","1,594,861","1,740,360","7,006,519","5,999,132","65,381","68,404","29,869"
"August 2014","44,765,234","817,757","200,871","1,273,375","1,044,987","9,582,318","15,658,172","1,567,800","1,684,365","6,842,542","5,933,334","62,165","66,175","31,374"
"September 2014","43,448,141","762,227","175,597","1,197,214","986,678","9,207,502","15,230,188","1,542,609","1,659,161","6,824,921","5,709,473","57,956","64,752","29,862"
"October 2014","44,236,013","762,838","171,254","1,196,506","987,825","9,529,504","15,501,688","1,569,418","1,668,003","6,935,016","5,759,390","58,478","65,435","30,658"
"November 2014","43,386,732","770,854","161,138","1,174,846","951,322","9,119,217","15,617,487","1,530,663","1,562,992","6,639,871","5,716,615","50,998","62,324","28,403"
"December 2014","47,291,686","826,774","176,291","1,290,718","1,048,078","9,636,734","17,159,733","1,646,521","1,656,403","7,258,082","6,432,968","54,619","71,231","33,535"
"January 2015","35,248,015","589,180","131,299","930,668","757,616","7,400,819","12,524,938","1,251,712","1,268,087","5,387,126","4,876,349","43,100","59,681","27,438"
"February 2015","33,625,076","557,323","119,092","848,272","724,629","7,132,350","11,771,011","1,178,174","1,203,347","5,133,166","4,820,849","44,229","65,140","27,495"
"March 2015","40,025,924","645,814","136,331","982,514","861,652","8,587,643","14,250,604","1,431,044","1,427,824","6,018,706","5,525,423","52,784","71,692","33,890"
"April 2015","42,989,382","722,259","160,704","1,124,448","950,061","9,605,863","15,275,379","1,454,310","1,555,719","6,201,647","5,783,556","55,617","67,911","31,906"
"May 2015","47,439,687","805,474","190,127","1,302,277","1,064,566","10,435,716","17,032,356","1,598,762","1,732,810","6,796,530","6,313,211","66,537","67,739","33,582"
"June 2015","46,376,329","827,761","194,629","1,296,743","1,064,083","9,908,770","16,606,590","1,613,016","1,674,676","6,740,824","6,276,192","70,263","70,154","32,627"
"July 2015","47,151,990","852,068","211,716","1,329,613","1,113,007","10,201,785","16,767,217","1,656,372","1,673,788","6,758,100","6,412,341","65,085","75,966","34,931"
"August 2015","45,655,167","805,450","199,578","1,252,986","1,050,395","9,676,961","16,386,391","1,577,649","1,629,161","6,582,960","6,326,302","62,578","70,718","34,039"
"September 2015","44,907,164","771,434","182,736","1,232,099","1,019,496","9,503,063","16,216,000","1,578,419","1,574,584","6,481,258","6,181,372","61,799","70,196","34,710"
"October 2015","45,477,857","782,871","176,332","1,213,383","1,033,130","9,873,245","16,296,684","1,608,500","1,611,411","6,555,780","6,163,715","60,252","67,178","35,376"
"November 2015","44,630,000","783,792","167,696","1,198,307","1,000,682","9,416,159","16,464,635","1,553,108","1,525,873","6,321,436","6,046,331","54,743","62,971","34,268"
"December 2015","49,078,191","828,186","188,458","1,335,073","1,090,855","10,012,369","18,343,059","1,709,356","1,640,447","6,873,411","6,883,707","60,551","72,175","40,542"
"January 2016","37,415,147","581,030","137,543","975,681","820,779","7,784,230","13,818,410","1,330,941","1,298,302","5,221,978","5,313,591","48,330","54,144","30,187"
"February 2016","36,815,980","595,307","132,022","957,688","808,993","7,774,985","13,311,988","1,298,530","1,263,438","5,219,769","5,311,231","49,092","61,366","31,571"
"March 2016","42,763,737","682,620","156,122","1,111,622","923,271","9,248,386","15,478,752","1,510,837","1,481,458","5,973,877","6,035,171","57,197","67,832","36,590"
"April 2016","46,155,952","739,355","178,096","1,203,824","1,015,796","10,310,768","16,708,022","1,566,965","1,578,712","6,298,130","6,399,157","61,313","59,800","36,015"
"May 2016","48,783,412","814,049","196,808","1,297,666","1,071,262","11,028,381","17,563,789","1,661,176","1,713,631","6,634,379","6,636,611","68,276","62,634","34,750"
"June 2016","48,892,480","850,977","208,378","1,319,395","1,121,460","10,682,811","17,762,675","1,699,966","1,749,927","6,603,490","6,719,192","71,566","66,919","35,724"
"July 2016","47,842,336","788,093","218,999","1,323,489","1,044,249","10,534,905","17,363,500","1,625,145","1,626,433","6,368,757","6,778,241","68,012","66,648","35,865"
"August 2016","47,790,528","811,321","211,508","1,300,644","1,048,271","10,345,454","17,307,754","1,648,397","1,647,802","6,510,287","6,783,617","74,423","64,463","36,587"
"September 2016","47,059,911","777,193","198,958","1,282,792","1,011,602","10,213,767","17,188,220","1,618,052","1,595,393","6,391,739","6,615,236","66,602","62,557","37,798"
"October 2016","46,455,078","743,202","181,088","1,219,182","984,520","10,166,963","16,951,088","1,572,417","1,559,886","6,350,246","6,569,138","61,602","58,902","36,845"
"November 2016","48,043,147","792,836","189,141","1,306,911","1,029,842","10,379,452","17,997,964","1,611,203","1,589,397","6,385,345","6,603,745","60,120","59,899","37,292"
"December 2016","51,693,611","835,421","200,436","1,410,731","1,097,879","10,711,140","19,433,376","1,747,224","1,699,126","7,039,264","7,343,592","64,554","68,384","42,486"
"January 2017","39,636,308","606,752","148,862","1,042,061","829,988","8,321,479","14,481,381","1,397,595","1,329,821","5,531,878","5,809,515","48,981","53,405","34,589"
"February 2017","38,074,136","592,765","135,308","946,094","821,312","8,010,596","13,849,974","1,348,415","1,289,187","5,444,578","5,491,871","48,432","59,131","36,472"
"March 2017","46,588,809","695,346","175,602","1,214,489","1,000,570","9,783,374","17,201,202","1,665,634","1,631,202","6,403,719","6,648,965","61,753","68,901","38,051"
"April 2017","48,423,073","716,323","185,113","1,259,278","1,029,589","10,834,932","17,794,949","1,681,300","1,580,658","6,453,469","6,732,777","60,952","57,244","36,490"
"May 2017","54,057,557","828,290","217,451","1,449,550","1,206,439","11,905,017","19,746,481","1,877,089","1,820,805","7,392,108","7,436,187","73,426","65,691","39,021"
"June 2017","52,905,969","862,191","214,745","1,476,198","1,145,764","11,348,189","19,242,276","1,807,216","1,770,694","7,308,875","7,547,148","75,309","68,925","38,438"
"July 2017","50,974,136","808,921","233,358","1,439,870","1,124,153","10,985,545","18,439,344","1,734,677","1,706,894","6,898,661","7,425,487","74,622","67,344","35,259"
"August 2017","52,091,210","846,183","228,571","1,453,059","1,150,042","10,983,551","19,113,594","1,820,850","1,741,792","7,058,269","7,520,753","70,786","68,255","35,507"
"September 2017","50,105,018","801,215","200,356","1,361,515","1,114,751","10,426,512","18,486,730","1,721,312","1,621,207","6,932,931","7,267,682","70,008","64,551","36,248"
"October 2017","50,626,368","807,735","197,020","1,335,111","1,088,678","11,005,986","18,432,073","1,713,718","1,689,010","6,882,920","7,306,300","70,362","60,853","36,603"
"November 2017","51,723,467","820,884","200,774","1,418,826","1,124,162","11,004,415","19,446,223","1,770,093","1,671,614","6,840,716","7,256,957","70,005","62,743","36,055"
"December 2017","53,621,980","840,109","211,993","1,465,269","1,156,613","11,113,839","20,083,354","1,823,685","1,724,182","7,169,469","7,847,344","74,883","71,825","39,413"
"January 2018","41,445,101","585,633","160,145","1,081,098","872,836","8,610,110","15,370,034","1,491,157","1,382,556","5,754,937","5,987,130","54,661","59,027","35,777"
"February 2018","39,476,157","583,469","146,961","1,020,599","832,390","8,294,642","14,506,751","1,315,486","1,300,414","5,508,352","5,823,976","49,187","61,191","32,740"
"March 2018","48,435,697","700,552","175,887","1,235,743","1,008,160","10,413,579","17,965,492","1,679,797","1,511,611","6,557,911","7,013,045","62,745","71,637","39,538"
"April 2018","48,565,856","720,633","186,960","1,296,536","1,019,838","10,691,439","17,685,021","1,657,550","1,606,627","6,500,760","7,038,323","64,560","61,127","36,481"
"May 2018","57,227,355","821,956","228,415","1,477,837","1,219,076","12,848,827","21,050,621","1,908,539","1,868,213","7,800,786","7,820,924","77,997","67,683","36,480"
"June 2018","55,120,461","820,316","229,128","1,448,175","1,160,814","11,874,578","20,508,735","1,916,129","1,839,677","7,431,432","7,699,486","82,376","70,984","38,631"
"July 2018","52,835,683","827,024","236,181","1,435,974","1,171,026","11,515,098","19,409,084","1,801,245","1,753,900","7,061,177","7,438,224","79,681","68,941","38,129"
"August 2018","54,160,270","852,838","239,595","1,473,293","1,214,195","11,486,765","20,202,936","1,895,144","1,696,522","7,248,919","7,662,750","81,112","66,639","39,559"
"September 2018","51,234,938","753,239","204,707","1,328,606","1,131,858","10,783,716","19,374,827","1,791,367","1,624,411","6,897,851","7,164,246","75,809","66,289","38,013"
"October 2018","52,409,997","761,596","203,194","1,346,709","1,127,109","11,502,407","19,809,407","1,747,927","1,636,854","6,828,233","7,275,184","70,357","62,801","38,220"
"November 2018","52,480,485","778,772","196,497","1,324,149","1,115,471","11,266,748","20,049,957","1,754,268","1,608,703","6,911,853","7,302,683","67,855","63,709","39,821"
"December 2018","53,299,810","803,316","204,326","1,419,154","1,133,621","10,955,450","20,164,547","1,850,564","1,649,337","7,234,401","7,707,193","69,742","66,982","41,175"
"January 2019","42,005,090","583,270","159,229","1,122,517","888,115","8,813,116","15,628,300","1,449,965","1,336,375","5,685,418","6,189,141","55,076","58,254","36,313"
"February 2019","40,038,590","561,597","148,721","1,010,788","844,153","8,558,931","14,762,869","1,404,657","1,295,253","5,455,536","5,846,762","52,072","60,942","36,308"
"March 2019","49,007,033","701,450","189,714","1,283,522","1,056,190","10,493,751","18,026,735","1,707,837","1,612,555","6,598,684","7,154,622","67,916","69,650","44,408"
"April 2019","50,761,198","695,348","201,975","1,325,624","1,089,454","11,034,340","18,828,767","1,751,924","1,670,824","6,907,397","7,083,435","70,016","62,050","40,044"
"May 2019","57,706,834","782,822","225,528","1,479,353","1,228,000","12,915,603","21,721,200","1,929,183","1,888,421","7,527,387","7,819,056","82,050","66,243","41,988"
"June 2019","54,274,479","805,344","226,902","1,472,311","1,174,623","11,701,636","20,454,287","1,896,913","1,721,453","7,177,283","7,455,026","81,979","67,278","39,443"
"July 2019","54,613,897","844,444","254,624","1,526,488","1,181,100","11,748,135","20,491,148","1,887,297","1,739,644","7,194,273","7,555,379","84,578","67,300","39,487"
"August 2019","54,567,305","843,503","254,236","1,490,515","1,238,746","11,493,188","20,475,859","1,873,366","1,731,640","7,235,731","7,738,212","83,860","67,372","41,076"
"September 2019","51,073,691","755,373","210,123","1,367,576","1,094,991","10,808,424","19,567,449","1,714,633","1,626,120","6,620,227","7,129,710","75,337","65,007","38,719"
"October 2019","52,425,670","812,402","212,204","1,369,246","1,163,089","11,383,226","19,665,320","1,781,549","1,646,695","6,900,834","7,310,796","75,480","63,398","41,431"
"November 2019","53,177,952","789,957","209,033","1,402,388","1,165,902","11,331,346","20,714,565","1,756,179","1,584,904","6,662,163","7,389,015","67,617","62,820","42,064"
"December 2019","54,328,294","819,336","214,452","1,438,227","1,160,752","11,077,382","21,053,320","1,828,665","1,675,449","7,125,773","7,756,470","69,461","66,259","42,747"
"January 2020","43,646,873","584,986","174,297","1,168,151","960,320","9,273,873","16,338,035","1,484,205","1,389,804","5,882,521","6,237,908","58,166","57,326","37,283"
"February 2020","42,981,961","606,700","164,690","1,086,203","913,249","9,047,956","16,101,280","1,484,585","1,346,333","5,762,312","6,305,671","59,516","65,955","37,511"
"March 2020","43,641,006","653,871","170,303","1,111,845","932,506","8,726,433","16,600,305","1,550,669","1,424,351","5,605,774","6,683,462","66,600","70,288","44,598"
"April 2020","34,869,392","530,544","153,646","926,279","833,404","6,937,693","12,252,711","1,297,695","1,286,598","4,851,147","5,635,805","59,258","56,279","48,333"
"May 2020","47,342,177","736,868","207,847","1,240,749","1,127,864","10,731,022","16,185,164","1,780,705","1,673,307","6,433,840","7,022,967","75,756","73,519","52,570"
"June 2020","56,342,104","911,425","242,003","1,497,926","1,262,771","12,478,810","20,708,551","2,046,821","1,859,002","7,364,795","7,760,857","82,260","78,418","48,463"
"July 2020","57,254,433","922,318","247,698","1,525,411","1,286,003","12,650,554","20,992,627","2,085,770","1,832,428","7,393,662","8,102,951","86,009","81,524","47,478"
"August 2020","55,127,885","854,109","248,522","1,517,609","1,244,116","12,079,702","20,242,635","1,972,449","1,758,415","6,961,497","8,041,497","83,404","77,161","46,770"
"September 2020","55,166,045","820,472","238,192","1,445,991","1,274,667","11,961,438","20,558,291","1,932,682","1,720,120","7,081,702","7,927,912","82,242","75,938","46,397"

Symbol legend:
..,not available for a specific reference period,
A,data quality: excellent,
B,data quality: very good,

Corrections:
Date:,Note:
2019-04-26T04:00:00Z,"On April 26th, 2019, data for the Cannabis Stores Series were corrected for the province of Ontario for reference period of October 2018."

Footnotes:
1,The total for retail trade excludes North American Industry Classification System (NAICS) 454.
2,"This CANSIM table replaces archived table 080-0014, 080-0015 and 080-0017."
3,"Quality indicator: Code A=Excellent. Code B=Very good. Code C=Good. Code D=Acceptable. Code E=Poor, use with caution. Code F=Unreliable (data not published)."
4,"Data for Northwest Territories includes Nunavut, from 1991-01 to 1998-12."
5,"Effective April 2018, data from 2004 onwards are based on the 2017 North American Industry Classification System (NAICS). Data prior to 2004 continue to be based on the 2007 North American Industry Classification System (NAICS)."

"How to cite: Statistics Canada. Table 20-10-0008-01 Retail trade sales by province and territory (x 1,000)"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2010000801
DOI: https://doi.org/10.25318/2010000801-eng